t,x,y,z,s_along_slope,penetration_est
1.322000,-1.263255,0.080071,-0.000000,-0.563255,0.000071
1.323000,-1.264110,0.080054,-0.000000,-0.564110,0.000054
1.324000,-1.264967,0.080036,-0.000000,-0.564967,0.000036
1.325000,-1.265825,0.080015,-0.000000,-0.565825,0.000015
1.326000,-1.266685,0.079992,-0.000000,-0.566685,-0.000008
1.327000,-1.267545,0.079967,-0.000000,-0.567545,-0.000033
1.328000,-1.268407,0.079939,-0.000000,-0.568407,-0.000061
1.329000,-1.269270,0.079909,-0.000000,-0.569270,-0.000091
1.330000,-1.270134,0.079876,-0.000000,-0.570134,-0.000124
1.331000,-1.270999,0.079841,-0.000000,-0.570999,-0.000159
1.332000,-1.271866,0.079802,-0.000000,-0.571866,-0.000198
1.333000,-1.272735,0.079761,-0.000000,-0.572735,-0.000239
1.334000,-1.273604,0.079716,-0.000000,-0.573604,-0.000284
1.335000,-1.274475,0.079668,-0.000000,-0.574475,-0.000332
1.336000,-1.275348,0.079617,-0.000000,-0.575348,-0.000383
1.337000,-1.276222,0.079562,-0.000000,-0.576222,-0.000438
1.338000,-1.277097,0.079504,-0.000000,-0.577097,-0.000496
1.339000,-1.277975,0.079442,-0.000000,-0.577975,-0.000558
1.340000,-1.278853,0.079376,-0.000000,-0.578853,-0.000624
1.341000,-1.279734,0.079306,-0.000000,-0.579734,-0.000694
1.342000,-1.280616,0.079232,-0.000000,-0.580616,-0.000768
1.343000,-1.281499,0.079153,-0.000000,-0.581499,-0.000847
1.344000,-1.282385,0.079070,-0.000000,-0.582385,-0.000930
1.345000,-1.283272,0.078983,-0.000000,-0.583272,-0.001017
1.346000,-1.284161,0.078891,-0.000000,-0.584161,-0.001109
1.347000,-1.285052,0.078795,-0.000000,-0.585052,-0.001205
1.348000,-1.285944,0.078694,-0.000000,-0.585944,-0.001306
1.349000,-1.286839,0.078587,-0.000000,-0.586839,-0.001413
1.350000,-1.287735,0.078476,-0.000000,-0.587735,-0.001524
1.351000,-1.288633,0.078360,-0.000000,-0.588633,-0.001640
1.352000,-1.289533,0.078238,-0.000000,-0.589533,-0.001762
1.353000,-1.290435,0.078111,-0.000000,-0.590435,-0.001889
1.354000,-1.291339,0.077979,-0.000000,-0.591339,-0.002021
1.355000,-1.292245,0.077841,-0.000000,-0.592245,-0.002159
1.356000,-1.293153,0.077697,-0.000000,-0.593153,-0.002303
1.357000,-1.294063,0.077548,-0.000000,-0.594063,-0.002452
1.358000,-1.294975,0.077393,-0.000000,-0.594975,-0.002607
1.359000,-1.295889,0.077231,-0.000000,-0.595889,-0.002769
1.360000,-1.296806,0.077064,-0.000000,-0.596806,-0.002936
1.361000,-1.297724,0.076891,-0.000000,-0.597724,-0.003109
1.362000,-1.298645,0.076711,-0.000000,-0.598645,-0.003289
1.363000,-1.299567,0.076526,-0.000000,-0.599567,-0.003474
1.364000,-1.300492,0.076333,-0.000000,-0.600492,-0.003667
1.365000,-1.301419,0.076135,-0.000000,-0.601419,-0.003865
1.366000,-1.302349,0.075930,-0.000000,-0.602349,-0.004070
1.367000,-1.303280,0.075718,-0.000000,-0.603280,-0.004282
1.368000,-1.304214,0.075499,-0.000000,-0.604214,-0.004501
1.369000,-1.305150,0.075274,-0.000000,-0.605150,-0.004726
1.370000,-1.306089,0.075041,-0.000000,-0.606089,-0.004959
1.371000,-1.307029,0.074802,-0.000000,-0.607029,-0.005198
1.372000,-1.307972,0.074556,-0.000000,-0.607972,-0.005444
1.373000,-1.308918,0.074302,-0.000000,-0.608918,-0.005698
1.374000,-1.309866,0.074042,-0.000000,-0.609866,-0.005958
1.375000,-1.310816,0.073774,-0.000000,-0.610816,-0.006226
1.376000,-1.311768,0.073499,-0.000000,-0.611768,-0.006501
1.377000,-1.312723,0.073216,-0.000000,-0.612723,-0.006784
1.378000,-1.313680,0.072926,-0.000000,-0.613680,-0.007074
1.379000,-1.314640,0.072628,-0.000000,-0.614640,-0.007372
1.380000,-1.315602,0.072323,-0.000000,-0.615602,-0.007677
1.381000,-1.316566,0.072010,-0.000000,-0.616566,-0.007990
1.382000,-1.317533,0.071689,-0.000000,-0.617533,-0.008311
1.383000,-1.318502,0.071361,-0.000000,-0.618502,-0.008639
1.384000,-1.319474,0.071024,-0.000000,-0.619474,-0.008976
1.385000,-1.320449,0.070680,-0.000000,-0.620449,-0.009320
1.386000,-1.321425,0.070328,-0.000000,-0.621425,-0.009672
1.387000,-1.322405,0.069967,-0.000000,-0.622405,-0.010033
1.388000,-1.323386,0.069599,-0.000000,-0.623386,-0.010401
1.389000,-1.324370,0.069222,-0.000000,-0.624370,-0.010778
1.390000,-1.325357,0.068837,-0.000000,-0.625357,-0.011163
1.391000,-1.326346,0.068444,-0.000000,-0.626346,-0.011556
1.392000,-1.327338,0.068043,-0.000000,-0.627338,-0.011957
1.393000,-1.328332,0.067633,-0.000000,-0.628332,-0.012367
1.394000,-1.329329,0.067215,-0.000000,-0.629329,-0.012785
1.395000,-1.330328,0.066788,-0.000000,-0.630328,-0.013212
1.396000,-1.331330,0.066353,-0.000000,-0.631330,-0.013647
1.397000,-1.332335,0.065909,-0.000000,-0.632335,-0.014091
1.398000,-1.333341,0.065457,-0.000000,-0.633341,-0.014543
1.399000,-1.334351,0.064995,-0.000000,-0.634351,-0.015005
1.400000,-1.335363,0.064526,-0.000000,-0.635363,-0.015474
1.401000,-1.336377,0.064047,-0.000000,-0.636377,-0.015953
1.402000,-1.337394,0.063560,-0.000000,-0.637394,-0.016440
1.403000,-1.338414,0.063063,-0.000000,-0.638414,-0.016937
1.404000,-1.339436,0.062558,-0.000000,-0.639436,-0.017442
1.405000,-1.340461,0.062044,-0.000000,-0.640461,-0.017956
1.406000,-1.341488,0.061521,-0.000000,-0.641488,-0.018479
1.407000,-1.342518,0.060989,-0.000000,-0.642518,-0.019011
1.408000,-1.343551,0.060448,-0.000000,-0.643551,-0.019552
1.409000,-1.344585,0.059898,-0.000000,-0.644585,-0.020102
1.410000,-1.345623,0.059339,-0.000000,-0.645623,-0.020661
1.411000,-1.346663,0.058771,-0.000000,-0.646663,-0.021229
1.412000,-1.347706,0.058193,-0.000000,-0.647706,-0.021807
1.413000,-1.348751,0.057607,-0.000000,-0.648751,-0.022393
1.414000,-1.349799,0.057011,-0.000000,-0.649799,-0.022989
1.415000,-1.350849,0.056405,-0.000000,-0.650849,-0.023595
1.416000,-1.351902,0.055790,-0.000000,-0.651902,-0.024210
1.417000,-1.352957,0.055165,-0.000000,-0.652957,-0.024835
1.418000,-1.354015,0.054531,-0.000000,-0.654015,-0.025469
1.419000,-1.355075,0.053888,-0.000000,-0.655075,-0.026112
1.420000,-1.356138,0.053235,-0.000000,-0.656138,-0.026765
1.421000,-1.357204,0.052572,-0.000000,-0.657204,-0.027428
1.422000,-1.358272,0.051900,-0.000000,-0.658272,-0.028100
1.423000,-1.359342,0.051219,-0.000000,-0.659342,-0.028781
1.424000,-1.360415,0.050528,-0.000000,-0.660415,-0.029472
1.425000,-1.361491,0.049828,-0.000000,-0.661491,-0.030172
1.426000,-1.362569,0.049118,-0.000000,-0.662569,-0.030882
1.427000,-1.363650,0.048399,-0.000000,-0.663650,-0.031601
1.428000,-1.364733,0.047670,-0.000000,-0.664733,-0.032330
1.429000,-1.365819,0.046932,-0.000000,-0.665819,-0.033068
1.430000,-1.366907,0.046184,-0.000000,-0.666907,-0.033816
1.431000,-1.367998,0.045427,-0.000000,-0.667998,-0.034573
1.432000,-1.369091,0.044660,-0.000000,-0.669091,-0.035340
1.433000,-1.370187,0.043884,-0.000000,-0.670187,-0.036116
1.434000,-1.371286,0.043098,-0.000000,-0.671286,-0.036902
1.435000,-1.372387,0.042303,-0.000000,-0.672387,-0.037697
1.436000,-1.373490,0.041498,-0.000000,-0.673490,-0.038502
1.437000,-1.374597,0.040684,-0.000000,-0.674597,-0.039316
1.438000,-1.375705,0.039861,-0.000000,-0.675705,-0.040139
1.439000,-1.376816,0.039028,-0.000000,-0.676816,-0.040972
1.440000,-1.377930,0.038185,-0.000000,-0.677930,-0.041815
1.441000,-1.379046,0.037333,-0.000000,-0.679046,-0.042667
1.442000,-1.380165,0.036472,-0.000000,-0.680165,-0.043528
1.443000,-1.381287,0.035601,-0.000000,-0.681287,-0.044399
1.444000,-1.382410,0.034720,-0.000000,-0.682410,-0.045280
1.445000,-1.383537,0.033831,-0.000000,-0.683537,-0.046169
1.446000,-1.384666,0.032931,-0.000000,-0.684666,-0.047069
1.447000,-1.385797,0.032022,-0.000000,-0.685797,-0.047978
1.448000,-1.386931,0.031104,-0.000000,-0.686931,-0.048896
1.449000,-1.388068,0.030176,-0.000000,-0.688068,-0.049824
1.450000,-1.389207,0.029239,-0.000000,-0.689207,-0.050761
1.451000,-1.390349,0.028292,-0.000000,-0.690349,-0.051708
1.452000,-1.391493,0.027336,-0.000000,-0.691493,-0.052664
1.453000,-1.392640,0.026370,-0.000000,-0.692640,-0.053630
1.454000,-1.393789,0.025395,-0.000000,-0.693789,-0.054605
1.455000,-1.394941,0.024411,-0.000000,-0.694941,-0.055589
1.456000,-1.396095,0.023416,-0.000000,-0.696095,-0.056584
1.457000,-1.397252,0.022413,-0.000000,-0.697252,-0.057587
1.458000,-1.398411,0.021400,-0.000000,-0.698411,-0.058600
1.459000,-1.399573,0.020377,-0.000000,-0.699573,-0.059623
1.460000,-1.400738,0.019345,-0.000000,-0.700738,-0.060655
1.461000,-1.401905,0.018304,-0.000000,-0.701905,-0.061696
1.462000,-1.403074,0.017253,-0.000000,-0.703074,-0.062747
1.463000,-1.404247,0.016192,-0.000000,-0.704247,-0.063808
1.464000,-1.405421,0.015122,-0.000000,-0.705421,-0.064878
1.465000,-1.406598,0.014043,-0.000000,-0.706598,-0.065957
1.466000,-1.407778,0.012954,-0.000000,-0.707778,-0.067046
1.467000,-1.408960,0.011856,-0.000000,-0.708960,-0.068144
1.468000,-1.410145,0.010748,-0.000000,-0.710145,-0.069252
1.469000,-1.411333,0.009631,-0.000000,-0.711333,-0.070369
1.470000,-1.412522,0.008504,-0.000000,-0.712522,-0.071496
1.471000,-1.413715,0.007368,-0.000000,-0.713715,-0.072632
1.472000,-1.414910,0.006222,-0.000000,-0.714910,-0.073778
1.473000,-1.416107,0.005067,-0.000000,-0.716107,-0.074933
1.474000,-1.417307,0.003902,-0.000000,-0.717307,-0.076098
1.475000,-1.418510,0.002728,-0.000000,-0.718510,-0.077272
1.476000,-1.419715,0.001544,-0.000000,-0.719715,-0.078456
1.477000,-1.420923,0.000351,-0.000000,-0.720923,-0.079649
1.478000,-1.422133,-0.000852,-0.000000,-0.722133,-0.080852
1.479000,-1.423346,-0.002064,-0.000000,-0.723346,-0.082064
1.480000,-1.424561,-0.003285,-0.000000,-0.724561,-0.083285
1.481000,-1.425779,-0.004516,-0.000000,-0.725779,-0.084516
1.482000,-1.426999,-0.005757,-0.000000,-0.726999,-0.085757
1.483000,-1.428222,-0.007007,-0.000000,-0.728222,-0.087007
1.484000,-1.429448,-0.008266,-0.000000,-0.729448,-0.088266
1.485000,-1.430676,-0.009535,-0.000000,-0.730676,-0.089535
1.486000,-1.431906,-0.010813,-0.000000,-0.731906,-0.090813
1.487000,-1.433139,-0.012101,-0.000000,-0.733139,-0.092101
1.488000,-1.434375,-0.013398,-0.000000,-0.734375,-0.093398
1.489000,-1.435613,-0.014705,-0.000000,-0.735613,-0.094705
1.490000,-1.436854,-0.016022,-0.000000,-0.736854,-0.096022
1.491000,-1.438097,-0.017347,-0.000000,-0.738097,-0.097347
1.492000,-1.439343,-0.018683,-0.000000,-0.739343,-0.098683
1.493000,-1.440591,-0.020027,-0.000000,-0.740591,-0.100027
1.494000,-1.441842,-0.021382,-0.000000,-0.741842,-0.101382
1.495000,-1.443095,-0.022745,-0.000000,-0.743095,-0.102745
1.496000,-1.444351,-0.024118,-0.000000,-0.744351,-0.104118
1.497000,-1.445609,-0.025501,-0.000000,-0.745609,-0.105501
1.498000,-1.446870,-0.026893,-0.000000,-0.746870,-0.106893
1.499000,-1.448134,-0.028295,-0.000000,-0.748134,-0.108295
1.500000,-1.449400,-0.029706,-0.000000,-0.749400,-0.109706
1.501000,-1.450669,-0.031126,-0.000000,-0.750669,-0.111126
1.502000,-1.451940,-0.032556,-0.000000,-0.751940,-0.112556
1.503000,-1.453213,-0.033996,-0.000000,-0.753213,-0.113996
1.504000,-1.454490,-0.035445,-0.000000,-0.754490,-0.115445
1.505000,-1.455768,-0.036903,-0.000000,-0.755768,-0.116903
1.506000,-1.457050,-0.038371,-0.000000,-0.757050,-0.118371
1.507000,-1.458333,-0.039848,-0.000000,-0.758333,-0.119848
1.508000,-1.459620,-0.041335,-0.000000,-0.759620,-0.121335
1.509000,-1.460909,-0.042832,-0.000000,-0.760909,-0.122832
1.510000,-1.462200,-0.044337,-0.000000,-0.762200,-0.124337
1.511000,-1.463494,-0.045853,-0.000000,-0.763494,-0.125853
1.512000,-1.464791,-0.047377,-0.000000,-0.764791,-0.127377
1.513000,-1.466090,-0.048912,-0.000000,-0.766090,-0.128912
1.514000,-1.467391,-0.050455,-0.000000,-0.767391,-0.130455
1.515000,-1.468696,-0.052008,-0.000000,-0.768696,-0.132008
1.516000,-1.470002,-0.053571,-0.000000,-0.770002,-0.133571
1.517000,-1.471311,-0.055143,-0.000000,-0.771311,-0.135143
1.518000,-1.472623,-0.056725,-0.000000,-0.772623,-0.136725
1.519000,-1.473938,-0.058316,-0.000000,-0.773938,-0.138316
1.520000,-1.475254,-0.059917,-0.000000,-0.775254,-0.139917
1.521000,-1.476574,-0.061527,-0.000000,-0.776574,-0.141527
1.522000,-1.477896,-0.063146,-0.000000,-0.777896,-0.143146
1.523000,-1.479220,-0.064775,-0.000000,-0.779220,-0.144775
1.524000,-1.480547,-0.066414,-0.000000,-0.780547,-0.146414
1.525000,-1.481877,-0.068061,-0.000000,-0.781877,-0.148061
1.526000,-1.483209,-0.069719,-0.000000,-0.783209,-0.149719
1.527000,-1.484543,-0.071386,-0.000000,-0.784543,-0.151386
1.528000,-1.485881,-0.073062,-0.000000,-0.785881,-0.153062
1.529000,-1.487220,-0.074748,-0.000000,-0.787220,-0.154748
1.530000,-1.488563,-0.076443,-0.000000,-0.788563,-0.156443
1.531000,-1.489907,-0.078148,-0.000000,-0.789907,-0.158148
1.532000,-1.491255,-0.079862,-0.000000,-0.791255,-0.159862
1.533000,-1.492604,-0.081586,-0.000000,-0.792604,-0.161586
1.534000,-1.493957,-0.083319,-0.000000,-0.793957,-0.163319
1.535000,-1.495312,-0.085062,-0.000000,-0.795312,-0.165062
1.536000,-1.496669,-0.086814,-0.000000,-0.796669,-0.166814
1.537000,-1.498029,-0.088576,-0.000000,-0.798029,-0.168576
1.538000,-1.499392,-0.090347,-0.000000,-0.799392,-0.170347
1.539000,-1.500757,-0.092128,-0.000000,-0.800757,-0.172128
1.540000,-1.502124,-0.093918,-0.000000,-0.802124,-0.173918
1.541000,-1.503495,-0.095717,-0.000000,-0.803495,-0.175717
1.542000,-1.504867,-0.097526,-0.000000,-0.804867,-0.177526
1.543000,-1.506243,-0.099345,-0.000000,-0.806243,-0.179345
1.544000,-1.507620,-0.101173,-0.000000,-0.807620,-0.181173
1.545000,-1.509001,-0.103010,-0.000000,-0.809001,-0.183010
1.546000,-1.510384,-0.104857,-0.000000,-0.810384,-0.184857
1.547000,-1.511769,-0.106714,-0.000000,-0.811769,-0.186714
1.548000,-1.513157,-0.108579,-0.000000,-0.813157,-0.188579
1.549000,-1.514547,-0.110455,-0.000000,-0.814547,-0.190455
1.550000,-1.515940,-0.112340,-0.000000,-0.815940,-0.192340
1.551000,-1.517336,-0.114234,-0.000000,-0.817336,-0.194234
1.552000,-1.518734,-0.116138,-0.000000,-0.818734,-0.196138
1.553000,-1.520135,-0.118051,-0.000000,-0.820135,-0.198051
1.554000,-1.521538,-0.119974,-0.000000,-0.821538,-0.199974
1.555000,-1.522944,-0.121906,-0.000000,-0.822944,-0.201906
1.556000,-1.524352,-0.123848,-0.000000,-0.824352,-0.203848
1.557000,-1.525763,-0.125799,-0.000000,-0.825763,-0.205799
1.558000,-1.527176,-0.127759,-0.000000,-0.827176,-0.207759
1.559000,-1.528592,-0.129730,-0.000000,-0.828592,-0.209730
1.560000,-1.530010,-0.131709,-0.000000,-0.830010,-0.211709
1.561000,-1.531431,-0.133698,-0.000000,-0.831431,-0.213698
1.562000,-1.532855,-0.135697,-0.000000,-0.832855,-0.215697
1.563000,-1.534281,-0.137705,-0.000000,-0.834281,-0.217705
1.564000,-1.535709,-0.139722,-0.000000,-0.835709,-0.219722
1.565000,-1.537140,-0.141749,-0.000000,-0.837140,-0.221749
1.566000,-1.538574,-0.143786,-0.000000,-0.838574,-0.223786
1.567000,-1.540010,-0.145832,-0.000000,-0.840010,-0.225832
1.568000,-1.541449,-0.147887,-0.000000,-0.841449,-0.227887
1.569000,-1.542890,-0.149952,-0.000000,-0.842890,-0.229952
1.570000,-1.544334,-0.152026,-0.000000,-0.844334,-0.232026
1.571000,-1.545780,-0.154110,-0.000000,-0.845780,-0.234110
1.572000,-1.547229,-0.156203,-0.000000,-0.847229,-0.236203
1.573000,-1.548680,-0.158306,-0.000000,-0.848680,-0.238306
1.574000,-1.550134,-0.160418,-0.000000,-0.850134,-0.240418
1.575000,-1.551591,-0.162540,-0.000000,-0.851591,-0.242540
1.576000,-1.553050,-0.164671,-0.000000,-0.853050,-0.244671
1.577000,-1.554512,-0.166812,-0.000000,-0.854512,-0.246812
1.578000,-1.555976,-0.168962,-0.000000,-0.855976,-0.248962
1.579000,-1.557442,-0.171122,-0.000000,-0.857442,-0.251122
1.580000,-1.558911,-0.173291,-0.000000,-0.858911,-0.253291
1.581000,-1.560383,-0.175469,-0.000000,-0.860383,-0.255469
1.582000,-1.561857,-0.177658,-0.000000,-0.861857,-0.257658
1.583000,-1.563334,-0.179855,-0.000000,-0.863334,-0.259855
1.584000,-1.564814,-0.182062,-0.000000,-0.864814,-0.262062
1.585000,-1.566295,-0.184279,-0.000000,-0.866295,-0.264279
1.586000,-1.567780,-0.186505,-0.000000,-0.867780,-0.266505
1.587000,-1.569267,-0.188740,-0.000000,-0.869267,-0.268740
1.588000,-1.570756,-0.190985,-0.000000,-0.870756,-0.270985
1.589000,-1.572248,-0.193239,-0.000000,-0.872248,-0.273239
1.590000,-1.573743,-0.195503,-0.000000,-0.873743,-0.275503
1.591000,-1.575240,-0.197776,-0.000000,-0.875240,-0.277776
1.592000,-1.576740,-0.200059,-0.000000,-0.876740,-0.280059
1.593000,-1.578242,-0.202352,-0.000000,-0.878242,-0.282352
1.594000,-1.579747,-0.204653,-0.000000,-0.879747,-0.284653
1.595000,-1.581254,-0.206965,-0.000000,-0.881254,-0.286965
1.596000,-1.582764,-0.209285,-0.000000,-0.882764,-0.289285
1.597000,-1.584276,-0.211616,-0.000000,-0.884276,-0.291616
1.598000,-1.585791,-0.213955,-0.000000,-0.885791,-0.293955
1.599000,-1.587308,-0.216304,-0.000000,-0.887308,-0.296304
1.600000,-1.588828,-0.218663,-0.000000,-0.888828,-0.298663
1.601000,-1.590351,-0.221031,-0.000000,-0.890351,-0.301031
1.602000,-1.591876,-0.223409,-0.000000,-0.891876,-0.303409
1.603000,-1.593403,-0.225796,-0.000000,-0.893403,-0.305796
1.604000,-1.594934,-0.228192,-0.000000,-0.894934,-0.308192
1.605000,-1.596466,-0.230598,-0.000000,-0.896466,-0.310598
1.606000,-1.598001,-0.233014,-0.000000,-0.898001,-0.313014
1.607000,-1.599539,-0.235439,-0.000000,-0.899539,-0.315439
1.608000,-1.601079,-0.237873,-0.000000,-0.901079,-0.317873
1.609000,-1.602622,-0.240317,-0.000000,-0.902622,-0.320317
1.610000,-1.604168,-0.242770,-0.000000,-0.904168,-0.322770
1.611000,-1.605716,-0.245233,-0.000000,-0.905716,-0.325233
1.612000,-1.607266,-0.247706,-0.000000,-0.907266,-0.327706
1.613000,-1.608819,-0.250187,-0.000000,-0.908819,-0.330187
1.614000,-1.610374,-0.252679,-0.000000,-0.910374,-0.332679
1.615000,-1.611933,-0.255179,-0.000000,-0.911933,-0.335179
1.616000,-1.613493,-0.257690,-0.000000,-0.913493,-0.337690
1.617000,-1.615056,-0.260209,-0.000000,-0.915056,-0.340209
1.618000,-1.616622,-0.262738,-0.000000,-0.916622,-0.342738
1.619000,-1.618190,-0.265277,-0.000000,-0.918190,-0.345277
1.620000,-1.619761,-0.267825,-0.000000,-0.919761,-0.347825
1.621000,-1.621334,-0.270383,-0.000000,-0.921334,-0.350383
1.622000,-1.622910,-0.272950,-0.000000,-0.922910,-0.352950
1.623000,-1.624488,-0.275527,-0.000000,-0.924488,-0.355527
1.624000,-1.626069,-0.278113,-0.000000,-0.926069,-0.358113
1.625000,-1.627653,-0.280708,-0.000000,-0.927653,-0.360708
1.626000,-1.629239,-0.283313,-0.000000,-0.929239,-0.363313
1.627000,-1.630827,-0.285928,-0.000000,-0.930827,-0.365928
1.628000,-1.632418,-0.288552,-0.000000,-0.932418,-0.368552
1.629000,-1.634012,-0.291185,-0.000000,-0.934012,-0.371185
1.630000,-1.635608,-0.293828,-0.000000,-0.935608,-0.373828
1.631000,-1.637207,-0.296480,-0.000000,-0.937207,-0.376480
1.632000,-1.638808,-0.299142,-0.000000,-0.938808,-0.379142
1.633000,-1.640412,-0.301813,-0.000000,-0.940412,-0.381813
1.634000,-1.642018,-0.304494,-0.000000,-0.942018,-0.384494
1.635000,-1.643627,-0.307184,-0.000000,-0.943627,-0.387184
1.636000,-1.645238,-0.309884,-0.000000,-0.945238,-0.389884
1.637000,-1.646852,-0.312593,-0.000000,-0.946852,-0.392593
1.638000,-1.648468,-0.315312,-0.000000,-0.948468,-0.395312
1.639000,-1.650087,-0.318040,-0.000000,-0.950087,-0.398040
1.640000,-1.651709,-0.320778,-0.000000,-0.951709,-0.400778
1.641000,-1.653333,-0.323525,-0.000000,-0.953333,-0.403525
1.642000,-1.654960,-0.326282,-0.000000,-0.954960,-0.406282
1.643000,-1.656589,-0.329048,-0.000000,-0.956589,-0.409048
1.644000,-1.658220,-0.331823,-0.000000,-0.958220,-0.411823
1.645000,-1.659855,-0.334608,-0.000000,-0.959855,-0.414608
1.646000,-1.661491,-0.337403,-0.000000,-0.961491,-0.417403
1.647000,-1.663131,-0.340207,-0.000000,-0.963131,-0.420207
1.648000,-1.664773,-0.343020,-0.000000,-0.964773,-0.423020
1.649000,-1.666417,-0.345843,-0.000000,-0.966417,-0.425843
1.650000,-1.668064,-0.348676,-0.000000,-0.968064,-0.428676
1.651000,-1.669713,-0.351517,-0.000000,-0.969713,-0.431517
1.652000,-1.671365,-0.354369,-0.000000,-0.971365,-0.434369
1.653000,-1.673020,-0.357230,-0.000000,-0.973020,-0.437230
1.654000,-1.674677,-0.360100,-0.000000,-0.974677,-0.440100
1.655000,-1.676337,-0.362980,-0.000000,-0.976337,-0.442980
1.656000,-1.677999,-0.365869,-0.000000,-0.977999,-0.445869
1.657000,-1.679663,-0.368768,-0.000000,-0.979663,-0.448768
1.658000,-1.681331,-0.371676,-0.000000,-0.981331,-0.451676
1.659000,-1.683000,-0.374594,-0.000000,-0.983000,-0.454594
1.660000,-1.684673,-0.377521,-0.000000,-0.984673,-0.457521
1.661000,-1.686348,-0.380457,-0.000000,-0.986348,-0.460457
1.662000,-1.688025,-0.383404,-0.000000,-0.988025,-0.463404
1.663000,-1.689705,-0.386359,-0.000000,-0.989705,-0.466359
1.664000,-1.691387,-0.389324,-0.000000,-0.991387,-0.469324
1.665000,-1.693072,-0.392299,-0.000000,-0.993072,-0.472299
1.666000,-1.694760,-0.395283,-0.000000,-0.994760,-0.475283
1.667000,-1.696450,-0.398276,-0.000000,-0.996450,-0.478276
1.668000,-1.698143,-0.401279,-0.000000,-0.998143,-0.481279
1.669000,-1.699838,-0.404292,-0.000000,-0.999838,-0.484292
1.670000,-1.701535,-0.407314,-0.000000,-1.001535,-0.487314
1.671000,-1.703236,-0.410345,-0.000000,-1.003236,-0.490345
1.672000,-1.704938,-0.413386,-0.000000,-1.004938,-0.493386
1.673000,-1.706644,-0.416436,-0.000000,-1.006644,-0.496436
1.674000,-1.708352,-0.419496,-0.000000,-1.008352,-0.499496
1.675000,-1.710062,-0.422565,-0.000000,-1.010062,-0.502565
1.676000,-1.711775,-0.425644,-0.000000,-1.011775,-0.505644
1.677000,-1.713490,-0.428732,-0.000000,-1.013490,-0.508732
1.678000,-1.715208,-0.431830,-0.000000,-1.015208,-0.511830
1.679000,-1.716929,-0.434937,-0.000000,-1.016929,-0.514937
1.680000,-1.718652,-0.438054,-0.000000,-1.018652,-0.518054
1.681000,-1.720378,-0.441180,-0.000000,-1.020378,-0.521180
1.682000,-1.722106,-0.444316,-0.000000,-1.022106,-0.524316
1.683000,-1.723837,-0.447461,-0.000000,-1.023837,-0.527461
1.684000,-1.725570,-0.450616,-0.000000,-1.025570,-0.530616
1.685000,-1.727306,-0.453780,-0.000000,-1.027306,-0.533780
1.686000,-1.729044,-0.456953,-0.000000,-1.029044,-0.536953
1.687000,-1.730785,-0.460136,-0.000000,-1.030785,-0.540136
1.688000,-1.732528,-0.463329,-0.000000,-1.032528,-0.543329
1.689000,-1.734274,-0.466531,-0.000000,-1.034274,-0.546531
1.690000,-1.736023,-0.469742,-0.000000,-1.036023,-0.549742
1.691000,-1.737774,-0.472963,-0.000000,-1.037774,-0.552963
1.692000,-1.739527,-0.476193,-0.000000,-1.039527,-0.556193
1.693000,-1.741283,-0.479433,-0.000000,-1.041283,-0.559433
1.694000,-1.743042,-0.482683,-0.000000,-1.043042,-0.562683
1.695000,-1.744803,-0.485941,-0.000000,-1.044803,-0.565941
1.696000,-1.746567,-0.489210,-0.000000,-1.046567,-0.569210
1.697000,-1.748333,-0.492487,-0.000000,-1.048333,-0.572487
1.698000,-1.750102,-0.495775,-0.000000,-1.050102,-0.575775
1.699000,-1.751873,-0.499071,-0.000000,-1.051873,-0.579071
1.700000,-1.753647,-0.502378,-0.000000,-1.053647,-0.582378
1.701000,-1.755423,-0.505693,-0.000000,-1.055423,-0.585693
1.702000,-1.757202,-0.509018,-0.000000,-1.057202,-0.589018
1.703000,-1.758984,-0.512353,-0.000000,-1.058984,-0.592353
1.704000,-1.760768,-0.515697,-0.000000,-1.060768,-0.595697
1.705000,-1.762554,-0.519051,-0.000000,-1.062554,-0.599051
1.706000,-1.764343,-0.522414,-0.000000,-1.064343,-0.602414
1.707000,-1.766135,-0.525786,-0.000000,-1.066135,-0.605786
1.708000,-1.767929,-0.529168,-0.000000,-1.067929,-0.609168
1.709000,-1.769726,-0.532560,-0.000000,-1.069726,-0.612560
1.710000,-1.771525,-0.535961,-0.000000,-1.071525,-0.615961
1.711000,-1.773327,-0.539371,-0.000000,-1.073327,-0.619371
1.712000,-1.775131,-0.542791,-0.000000,-1.075131,-0.622791
1.713000,-1.776938,-0.546220,-0.000000,-1.076938,-0.626220
1.714000,-1.778748,-0.549659,-0.000000,-1.078748,-0.629659
1.715000,-1.780560,-0.553108,-0.000000,-1.080560,-0.633108
1.716000,-1.782374,-0.556565,-0.000000,-1.082374,-0.636565
1.717000,-1.784191,-0.560033,-0.000000,-1.084191,-0.640033
1.718000,-1.786011,-0.563509,-0.000000,-1.086011,-0.643509
1.719000,-1.787833,-0.566996,-0.000000,-1.087833,-0.646996
1.720000,-1.789657,-0.570491,-0.000000,-1.089657,-0.650491
1.721000,-1.791485,-0.573997,-0.000000,-1.091485,-0.653997
1.722000,-1.793314,-0.577511,-0.000000,-1.093314,-0.657511
1.723000,-1.795147,-0.581035,-0.000000,-1.095147,-0.661035
1.724000,-1.796981,-0.584569,-0.000000,-1.096981,-0.664569
