t,sphere_y,pendulum_angle_rad
0.001,0.79999019,0.6108546982693386
0.002,0.79997057,0.6108336185706417
0.003,0.79994114,0.6108019994192392
0.004,0.7999019,0.6107598412911067
0.005,0.7998528500000001,0.6107071448208833
0.006,0.7997939900000001,0.6106439108018767
0.007,0.7997253200000001,0.6105701401860688
0.008,0.7996468400000001,0.6104858340841219
0.009000000000000001,0.7995585500000001,0.6103909937653872
0.010000000000000002,0.7994604500000001,0.6102856206579134
0.011000000000000003,0.7993525400000001,0.6101697163484566
0.012000000000000004,0.7992348200000001,0.6100432825824919
0.013000000000000005,0.7991072900000001,0.6099063212642248
0.014000000000000005,0.7989699500000002,0.6097588344566062
0.015000000000000006,0.7988228000000002,0.6096008243813444
0.016000000000000007,0.7986658400000002,0.609432293418923
0.017000000000000008,0.7984990700000002,0.6092532441086159
0.01800000000000001,0.7983224900000002,0.6090636791485052
0.01900000000000001,0.7981361000000002,0.6088636013955003
0.02000000000000001,0.7979399000000003,0.6086530138653571
0.02100000000000001,0.7977338900000003,0.6084319197326993
0.022000000000000013,0.7975180700000003,0.6082003223310393
0.023000000000000013,0.7972924400000003,0.607958225152802
0.024000000000000014,0.7970570000000003,0.6077056318493478
0.025000000000000015,0.7968117500000004,0.6074425462309974
0.026000000000000016,0.7965566900000004,0.6071689722670579
0.027000000000000017,0.7962918200000004,0.6068849140858494
0.028000000000000018,0.7960171400000005,0.6065903759747323
0.02900000000000002,0.7957326500000005,0.606285362380136
0.03000000000000002,0.7954383500000005,0.6059698779075888
0.03100000000000002,0.7951342400000005,0.6056439273217475
0.03200000000000002,0.7948203200000006,0.6053075155464294
0.03300000000000002,0.7944965900000006,0.604960647664644
0.03400000000000002,0.7941630500000006,0.6046033289186262
0.035000000000000024,0.7938197000000007,0.6042355647098703
0.036000000000000025,0.7934665400000007,0.6038573605991638
0.037000000000000026,0.7931035700000008,0.6034687223066245
0.03800000000000003,0.7927307900000008,0.6030696557117349
0.03900000000000003,0.7923482000000008,0.6026601668533806
0.04000000000000003,0.7919558000000009,0.6022402619298871
0.04100000000000003,0.7915535900000009,0.6018099472990589
0.04200000000000003,0.791141570000001,0.6013692294782185
0.04300000000000003,0.790719740000001,0.6009181151442464
0.04400000000000003,0.790288100000001,0.6004566111336213
0.04500000000000003,0.7898466500000011,0.5999847244424613
0.046000000000000034,0.7893953900000011,0.5995024622265662
0.047000000000000035,0.7889343200000012,0.5990098318014592
0.048000000000000036,0.7884634400000012,0.5985068406424302
0.04900000000000004,0.7879827500000013,0.5979934963845793
0.05000000000000004,0.7874922500000013,0.5974698068228609
0.05100000000000004,0.7869919400000014,0.5969357799121277
0.05200000000000004,0.7864818200000014,0.5963914237671762
0.05300000000000004,0.7859618900000015,0.5958367466627921
0.05400000000000004,0.7854321500000015,0.5952717570337956
0.05500000000000004,0.7848926000000015,0.5946964634750883
0.05600000000000004,0.7843432400000014,0.5941108747416994
0.057000000000000044,0.7837840700000014,0.5935149997488329
0.058000000000000045,0.7832150900000013,0.5929088475719143
0.059000000000000045,0.7826363000000013,0.5922924274466385
0.060000000000000046,0.7820477000000012,0.5916657487690177
0.06100000000000005,0.7814492900000012,0.5910288210954289
0.06200000000000005,0.7808410700000011,0.5903816541426626
0.06300000000000004,0.7802230400000011,0.5897242577879706
0.06400000000000004,0.779595200000001,0.5890566420691148
0.06500000000000004,0.778957550000001,0.5883788171844155
0.06600000000000004,0.778310090000001,0.5876907934928003
0.06700000000000005,0.7776528200000009,0.5869925815138521
0.06800000000000005,0.7769857400000009,0.5862841919278587
0.06900000000000005,0.7763088500000008,0.5855656355758605
0.07000000000000005,0.7756221500000008,0.5848369234596994
0.07100000000000005,0.7749256400000007,0.584098066742067
0.07200000000000005,0.7742193200000007,0.5833490767465536
0.07300000000000005,0.7735031900000007,0.582589964957695
0.07400000000000005,0.7727772500000006,0.5818207430210218
0.07500000000000005,0.7720415000000006,0.5810414227431058
0.07600000000000005,0.7712959400000006,0.5802520160916085
0.07700000000000005,0.7705405700000005,0.579452535195327
0.07800000000000006,0.7697753900000005,0.578642992344242
